upsilon_disk,upsilon_bulge,n_fitted,skipped,rt_wins,rt_win_pct,median_delta_bic
0.4,0.56,163,12,93,57.05521472392638,0.6765493413495482
0.5,0.7,163,12,89,54.60122699386503,0.465920084694897
0.6,0.84,163,12,86,52.760736196319016,0.15711341885282692
0.7,0.98,163,12,87,53.374233128834355,0.018278673686481284
